provincia,zona,titulo,precio_actual,metros,habitaciones,ascensor,planta,baños,cod_distrito,renta_neta_media_por_hogar
madrid,barrio-de-salamanca,"Ático en Recoletos, Madrid",3650000,159,3.0,S,6ª,0,04,69147
madrid,hortaleza,"Chalet pareado en Canillas, Madrid",2250000,410,5.0,S,1ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en calle Jorge Juan, 171, Fuente del Berro, Madrid",1350000,138,2.0,S,1ª,0,04,69147
madrid,centro,"Piso en calle de San Andrés, 5, Malasaña-Universidad, Madrid",250000,38,1.0,S,BAJO,0,01,44958
madrid,villaverde,"Piso en calle la Canción del Olvido, 23, Los Ángeles, Madrid",170000,65,2.0,N,4ª,0,17,35011
madrid,ciudad-lineal,"Piso en calle de Caleruega, 21, Costillares, Madrid",710000,103,3.0,S,3ª,2,15,46937
madrid,centro,"Piso en Carrera de San Jerónimo, Sol, Madrid",989000,112,3.0,N,2ª,0,01,44958
madrid,fuencarral,"Piso en calle Afueras a San Roque, 1, Tres Olivos - Valverde, Madrid",280000,70,3.0,N,1ª,0,08,62385
madrid,moncloa,"Piso en calle de Ilustración, Argüelles, Madrid",299000,44,1.0,S,5ª,1,09,71711
madrid,centro,"Piso en calle de Argensola, Chueca-Justicia, Madrid",750000,94,2.0,S,SÓTANO,1,01,44958
madrid,barrio-de-salamanca,"Piso en calle de López de Hoyos, Castellana, Madrid",3498000,284,3.0,S,2ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle del General Pardiñas, Goya, Madrid",990000,94,2.0,S,1ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1250000,110,2.0,S,4ª,0,04,69147
madrid,hortaleza,"Estudio en Conde Orgaz-Piovera, Madrid",270000,63,3.0,N,2ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en calle de Ayala, Goya, Madrid",1575000,162,3.0,S,2ª,0,04,69147
madrid,centro,"Piso en calle de Arganzuela, Lavapiés-Embajadores, Madrid",210000,40,1.0,N,5ª,0,01,44958
madrid,fuencarral,"Piso en calle de Enrique de Aldama, Peñagrande, Madrid",735000,84,2.0,S,1ª,0,08,62385
madrid,vicalvaro,"Piso en Poligono Los Cerros, 357, Los Cerros, Madrid",196312,91,2.0,S,2ª,0,19,4287
madrid,chamartin,"Chalet adosado en Nueva España, Madrid",2950000,410,5.0,S,1ª,0,05,79274
madrid,latina,"Estudio en calle Chisperos, Los Cármenes, Madrid",155000,31,2.0,S,1ª,0,10,38078
madrid,barrio-de-salamanca,"Piso en calle de Lagasca, 27, Recoletos, Madrid",1400000,90,2.0,S,4ª,0,04,69147
madrid,barajas,"Piso en calle de la Playa del Sardinero, Timón, Madrid",300000,103,2.0,S,BAJO,2,21,58405
madrid,carabanchel,"Piso en calle de Jacinto Verdaguer, 20, Opañel, Madrid",368000,80,3.0,S,2ª,0,11,3635
madrid,moncloa,"Piso en Valdemarin, s/n, Valdemarín, Madrid",1750000,237,5.0,S,BAJO,0,09,71711
madrid,fuencarral,"Ático en Ángel Beato, 3, Peñagrande, Madrid",990000,100,2.0,S,1ª,0,08,62385
madrid,puente-de-vallecas,"Piso en calle Valentín San Narciso, Palomeras Bajas, Madrid",169900,64,2.0,N,2ª,1,13,32666
madrid,centro,"Piso en plaza Mayor, Sol, Madrid",3130000,146,3.0,S,4ª,0,01,44958
madrid,centro,"Piso en Tetuan, Sol, Madrid",1119000,139,3.0,S,2ª,3,01,44958
madrid,usera,"Piso en calle de Antequera, San Fermín, Madrid",312000,78,3.0,S,10ª,0,12,34651
madrid,ciudad-lineal,"Piso en calle Gandhi, s/n, Pueblo Nuevo, Madrid",195000,58,1.0,S,BAJO,0,15,46937
madrid,vicalvaro,"Piso en Casco Histórico de Vicálvaro, Madrid",197000,80,2.0,N,BAJO,2,19,4287
madrid,chamartin,"Ático en calle de Alustante, Prosperidad, Madrid",1339000,160,3.0,S,7ª,0,05,79274
madrid,arganzuela,"Piso en calle Puerto de la Cruz Verde, Legazpi, Madrid",670000,136,4.0,S,1ª,2,02,52857
madrid,centro,"Piso en calle de la Princesa, Malasaña-Universidad, Madrid",725000,130,2.0,S,1ª,0,01,44958
madrid,retiro,"Piso en Ibiza, Madrid",1690000,177,3.0,S,2ª,1,03,64787
madrid,ciudad-lineal,"Piso en Ventas, Madrid",349000,72,3.0,S,1ª,1,15,46937
madrid,centro,"Piso en Lavapiés-Embajadores, Madrid",720000,92,2.0,S,4ª,0,01,44958
madrid,centro,"Piso en calle del Águila, 10, Palacio, Madrid",549500,72,2.0,N,BAJO,0,01,44958
madrid,latina,"Piso en calle de Ocaña, Aluche, Madrid",290000,76,3.0,S,1ª,0,10,38078
madrid,barajas,"Piso en calle de Algemesí, Timón, Madrid",520000,93,3.0,S,6ª,0,21,58405
madrid,arganzuela,"Piso en calle del General Lacy, 6, Palos de la Frontera, Madrid",220000,32,1.0,S,BAJO,0,02,52857
madrid,san-blas,"Piso en calle de Alcalá, 434, Simancas, Madrid",430000,104,1.0,S,1ª,0,20,44468
madrid,centro,"Piso en calle de la Paz, Sol, Madrid",749000,105,2.0,N,1ª,0,01,44958
madrid,retiro,"Piso en calle de Antonio Arias, 6, Ibiza, Madrid",925000,116,4.0,S,4ª,0,03,64787
madrid,san-blas,"Piso en calle de Nicolasa Gómez, 96, Canillejas, Madrid",225000,83,2.0,N,4ª,0,20,44468
madrid,moncloa,"Piso en calle de Benito Gutiérrez, Argüelles, Madrid",1450000,187,3.0,S,2ª,0,09,71711
madrid,fuencarral,"Dúplex en Mirasierra, Madrid",2100000,450,4.0,S,8ª,0,08,62385
madrid,chamartin,"Piso en Bernabéu-Hispanoamérica, Madrid",2250000,419,5.0,S,3ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",3950000,233,4.0,S,2ª,0,04,69147
madrid,centro,"Piso en calle de Beatriz Galindo, Palacio, Madrid",455000,63,3.0,S,4ª,1,01,44958
madrid,barrio-de-salamanca,"Ático en Goya, Madrid",3800000,381,4.0,S,8ª,4,04,69147
madrid,tetuan,"Piso en calle Francisco Salas, 25, Bellas Vistas, Madrid",435000,100,1.0,S,BAJO,0,06,45762
madrid,centro,"Ático en Chueca-Justicia, Madrid",2390000,208,3.0,S,6ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",2850000,160,4.0,S,2ª,0,04,69147
madrid,vicalvaro,"Piso en calle De Lumbreras, Ambroz, Madrid",197000,68,3.0,N,BAJO,0,19,4287
madrid,villa-de-vallecas,"Piso en calle del Pico Montánchez, Casco Histórico de Vallecas, Madrid",130900,79,3.0,N,2ª,0,18,39836
madrid,retiro,"Piso en avenida del Mediterráneo, 50, Adelfas, Madrid",525700,98,3.0,S,BAJO,0,03,64787
madrid,centro,"Piso en calle de Ventura de la Vega, Huertas-Cortes, Madrid",1589000,213,3.0,S,2ª,3,01,44958
madrid,vicalvaro,"Piso en Prov Ahijones-berrocales 2 176 ,Parcela Rc.7.3.2, 176, Los Berrocales, Madrid",206865,63,1.0,S,4ª,0,19,4287
madrid,arganzuela,"Piso en calle de Méndez Álvaro, Delicias, Madrid",750000,85,2.0,S,4ª,2,02,52857
madrid,hortaleza,"Casa o chalet independiente en camino Viejo de Burgos, Valdebebas - Valdefuentes, Madrid",620000,120,1.0,S,2ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en calle de Don Ramón de la Cruz, Lista, Madrid",390000,50,1.0,S,2ª,1,04,69147
madrid,centro,"Piso en Sol, Madrid",675000,142,4.0,N,1ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Alcalá, Fuente del Berro, Madrid",949800,135,3.0,S,5ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Serrano, Castellana, Madrid",2300000,215,3.0,S,1ª,0,04,69147
madrid,moratalaz,"Piso en Fontarrón, Madrid",220000,70,3.0,N,4ª,0,14,42823
madrid,chamberi,"Piso en calle de Andrés Mellado, Gaztambide, Madrid",870000,111,3.0,S,2ª,0,07,65174
madrid,usera,"Piso en calle San Simplicio, 3, San Fermín, Madrid",205000,75,3.0,N,2ª,0,12,34651
madrid,fuencarral,"Ático en calle San Juan de Ortega, Las Tablas, Madrid",700000,120,2.0,S,6ª,2,08,62385
madrid,barrio-de-salamanca,"Piso en calle de Antonia Ruiz Soro, Guindalera, Madrid",399000,56,1.0,S,1ª,0,04,69147
madrid,chamberi,"Piso en avenida de la Reina Victoria, Vallehermoso, Madrid",845000,153,4.0,S,4ª,0,07,65174
madrid,vicalvaro,"Piso en Poligono Uzp0203 los Ahijones, 32, Los Ahijones, Madrid",330000,80,2.0,S,1ª,0,19,4287
madrid,chamberi,"Piso en calle de Espronceda, Nuevos Ministerios-Ríos Rosas, Madrid",690000,110,3.0,S,1ª,2,07,65174
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",1900000,97,3.0,S,2ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Castelló, Castellana, Madrid",719000,62,2.0,S,3ª,2,04,69147
madrid,centro,"Piso en calle de los Reyes, Malasaña-Universidad, Madrid",900000,94,3.0,S,2ª,2,01,44958
madrid,ciudad-lineal,"Piso en calle Gandhi, Pueblo Nuevo, Madrid",267000,80,3.0,N,2ª,0,15,46937
madrid,san-blas,"Piso en calle de Nicolasa Gómez, 78, Canillejas, Madrid",219900,75,3.0,N,2ª,1,20,44468
madrid,barrio-de-salamanca,"Piso en calle de Padilla, 88, Lista, Madrid",1399000,120,2.0,S,1ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle del Jardín de San Federico, Goya, Madrid",1487300,126,3.0,S,2ª,2,04,69147
madrid,retiro,"Ático en Ibiza, Madrid",1300000,152,3.0,S,6ª,0,03,64787
madrid,usera,"Piso en calle San Graciano, 3, Moscardó, Madrid",380000,115,3.0,S,2ª,0,12,34651
madrid,barrio-de-salamanca,"Piso en calle del General Pardiñas, Lista, Madrid",2475000,288,4.0,S,2ª,3,04,69147
madrid,ciudad-lineal,"Piso en calle Esteban Collantes, Pueblo Nuevo, Madrid",380000,119,3.0,S,3ª,0,15,46937
madrid,hortaleza,"Piso en calle de las Pedroñeras, 35, Canillas, Madrid",456900,85,2.0,S,2ª,1,16,61472
madrid,carabanchel,"Piso en calle de Alejandro Morán, Puerta Bonita, Madrid",165000,53,2.0,N,1ª,0,11,3635
madrid,barrio-de-salamanca,"Dúplex en calle del Marqués de Monteagudo, Guindalera, Madrid",830000,126,4.0,S,2ª,2,04,69147
madrid,arganzuela,"Piso en calle de Tarragona, Palos de la Frontera, Madrid",686000,75,3.0,S,1ª,0,02,52857
madrid,barrio-de-salamanca,"Piso en calle del General Pardiñas, 8, Goya, Madrid",1459000,97,2.0,S,5ª,0,04,69147
madrid,moncloa,"Piso en calle de Ofelia Nieto, Valdezarza, Madrid",250000,68,2.0,N,1ª,0,09,71711
madrid,chamartin,"Piso en Bernabéu-Hispanoamérica, Madrid",2600000,373,5.0,S,BAJO,0,05,79274
madrid,hortaleza,"Chalet adosado en Canillas, Madrid",950000,186,5.0,S,7ª,0,16,61472
madrid,barrio-de-salamanca,"Ático en plaza de Manuel Becerra, Goya, Madrid",1800000,226,4.0,S,7ª,0,04,69147
madrid,centro,"Piso en calle del Espíritu Santo, Malasaña-Universidad, Madrid",548000,80,2.0,N,4ª,1,01,44958
madrid,centro,"Piso en calle del Rollo, Palacio, Madrid",890000,115,2.0,S,1ª,0,01,44958
madrid,chamartin,"Piso en calle del Corazón de María, Prosperidad, Madrid",329900,71,2.0,N,BAJO,1,05,79274
madrid,chamberi,"Piso en Nuevos Ministerios-Ríos Rosas, Madrid",1600000,190,4.0,S,4ª,3,07,65174
madrid,puente-de-vallecas,"Piso en calle del Doctor Bellido, San Diego, Madrid",75000,28,1.0,N,BAJO,1,13,32666
madrid,retiro,"Piso en Abtao, 40, Pacífico, Madrid",495000,100,3.0,S,4ª,0,03,64787
madrid,san-blas,"Piso en calle del Canal del Bósforo, Canillejas, Madrid",249000,106,1.0,N,1ª,0,20,44468
madrid,fuencarral,"Piso en calle del Doctor Juan José López Ibor, Peñagrande, Madrid",396000,56,1.0,S,3ª,0,08,62385
madrid,centro,"Piso en calle de Fuencarral, Chueca-Justicia, Madrid",999000,167,5.0,S,3ª,6,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Don Ramón de la Cruz, Goya, Madrid",3450000,300,4.0,S,3ª,0,04,69147
madrid,centro,"Piso en Palacio, Madrid",890000,125,3.0,S,3ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",1750000,200,4.0,S,2ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Hermosilla, Goya, Madrid",1839000,137,3.0,S,5ª,0,04,69147
madrid,hortaleza,"Piso en calle Azagra, Pinar del Rey, Madrid",136000,68,2.0,N,BAJO,0,16,61472
madrid,centro,"Dúplex en plaza Gran Vía, Sol, Madrid",1600000,112,2.0,S,6ª,2,01,44958
madrid,san-blas,"Piso en calle Emilio Muñoz, 47, Simancas, Madrid",420000,64,2.0,S,3ª,0,20,44468
madrid,barrio-de-salamanca,"Piso en calle de Ardemans, Guindalera, Madrid",899000,130,3.0,S,4ª,0,04,69147
madrid,chamartin,"Piso en calle de la Buganvilla, Castilla, Madrid",1050000,159,4.0,S,7ª,0,05,79274
madrid,moncloa,"Piso en calle de Agustín Lara, Aravaca, Madrid",270000,42,1.0,S,1ª,1,09,71711
madrid,usera,"Piso en calle Pradolonguillo, Orcasitas, Madrid",210000,98,3.0,S,1ª,0,12,34651
madrid,tetuan,"Piso en Valdeacederas, Madrid",390000,70,4.0,N,2ª,0,06,45762
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",1700000,145,3.0,S,6ª,0,04,69147
madrid,chamberi,"Ático en calle de Meléndez Valdés, 7, Gaztambide, Madrid",260000,62,3.0,N,4ª,0,07,65174
madrid,chamberi,"Piso en calle de Meléndez Valdés, Gaztambide, Madrid",650000,80,3.0,S,3ª,0,07,65174
madrid,chamberi,"Piso en calle de Viriato, Almagro, Madrid",3350000,200,2.0,S,6ª,0,07,65174
madrid,ciudad-lineal,"Piso en calle Polibea, Concepción, Madrid",264000,77,3.0,N,1ª,0,15,46937
madrid,fuencarral,"Dúplex en avenida de Monforte de Lemos, Pilar, Madrid",289000,90,2.0,N,BAJO,0,08,62385
madrid,centro,"Piso en calle de San Vicente Ferrer, Malasaña-Universidad, Madrid",210000,38,1.0,N,3ª,0,01,44958
madrid,centro,"Piso en calle de las Huertas, 44, Huertas-Cortes, Madrid",700000,103,2.0,S,2ª,0,01,44958
madrid,san-blas,"Chalet pareado en calle de Teseo, Salvador, Madrid",1350000,290,5.0,N,4ª,4,20,44468
madrid,carabanchel,"Piso en calle Mercedes Domingo, 25, Opañel, Madrid",195000,77,3.0,N,4ª,0,11,3635
madrid,hortaleza,"Piso en calle de Alejandro Villegas, Canillas, Madrid",420000,103,2.0,S,3ª,0,16,61472
madrid,usera,"Piso en calle Fornillos, 22, Zofío, Madrid",180000,50,2.0,N,ENTREPLANTA,0,12,34651
madrid,barrio-de-salamanca,"Piso en calle de Velázquez, 119, Castellana, Madrid",1649000,163,3.0,S,1ª,1,04,69147
madrid,hortaleza,"Piso en Sanchinarro, Madrid",650000,118,2.0,S,BAJO,0,16,61472
madrid,barrio-de-salamanca,"Piso en Lista, Madrid",1100000,148,3.0,S,2ª,3,04,69147
madrid,san-blas,"Piso en Rejas, Madrid",295000,102,1.0,S,2ª,0,20,44468
madrid,puente-de-vallecas,"Piso en calle Río Esmeralda, 18, Portazgo, Madrid",249000,125,4.0,S,4ª,0,13,32666
madrid,retiro,"Piso en calle de O'Donnell, Ibiza, Madrid",1100000,100,3.0,S,6ª,2,03,64787
madrid,carabanchel,"Ático en de Pedro Díez, 7, San Isidro, Madrid",537200,95,2.0,S,4ª,0,11,3635
madrid,carabanchel,"Piso en calle del Parque Eugenia de Montijo, 54, Vista Alegre, Madrid",159900,60,2.0,S,BAJO,0,11,3635
madrid,chamberi,"Piso en Trafalgar, Madrid",1740000,280,6.0,S,2ª,0,07,65174
madrid,barajas,"Chalet adosado en Campo de las Naciones-Corralejos, Madrid",1375000,367,5.0,S,1ª,0,21,58405
madrid,hortaleza,"Piso en avenida de los Madroños, Conde Orgaz-Piovera, Madrid",1795000,339,4.0,S,1ª,0,16,61472
madrid,vicalvaro,"Piso en calle Los Cerros, s/n, Los Cerros, Madrid",236810,109,3.0,S,1ª,0,19,4287
madrid,centro,"Piso en Sol, Madrid",1990000,181,4.0,N,4ª,1,01,44958
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",2200000,160,3.0,S,2ª,0,04,69147
madrid,villaverde,"Ático en calle de los Cacereños, 41, Villaverde Alto, Madrid",74500,69,3.0,N,3ª,0,17,35011
madrid,san-blas,"Piso en calle Emilio Muñoz, 47, Simancas, Madrid",325000,54,1.0,S,1ª,0,20,44468
madrid,centro,"Piso en calle de Isabel la Católica, 11, Palacio, Madrid",285000,39,1.0,S,4ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de la Fuente del Berro, Goya, Madrid",1360000,142,3.0,S,3ª,3,04,69147
madrid,centro,"Piso en Lavapiés-Embajadores, Madrid",370000,45,1.0,S,3ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Martínez Izquierdo, Guindalera, Madrid",1520000,217,4.0,S,3ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1650000,140,3.0,S,4ª,0,04,69147
madrid,carabanchel,"Piso en calle Joaquín Martínez Borreguero, Comillas, Madrid",245000,80,2.0,N,BAJO,0,11,3635
madrid,retiro,"Piso en Ibiza, Madrid",895000,118,3.0,S,2ª,1,03,64787
madrid,retiro,"Piso en avenida del Mediterráneo, Pacífico, Madrid",785000,126,3.0,S,1ª,0,03,64787
madrid,barrio-de-salamanca,"Piso en calle de Lope de Rueda, 19, Goya, Madrid",660000,64,2.0,S,4ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Ayala, Goya, Madrid",2100000,179,3.0,S,3ª,0,04,69147
madrid,moncloa,"Casa o chalet independiente en El Plantío, Madrid",7150000,1270,7.0,N,3ª,0,09,71711
madrid,tetuan,"Estudio en calle de Oviedo, Cuatro Caminos, Madrid",135000,24,2.0,N,3ª,0,06,45762
madrid,tetuan,"Ático en calle de Oviedo, Cuatro Caminos, Madrid",740000,205,2.0,S,3ª,0,06,45762
madrid,villa-de-vallecas,"Piso en Casco Histórico de Vallecas, Madrid",155000,47,1.0,S,1ª,1,18,39836
madrid,latina,"Piso en calle de Carmen Martín Gaite, 4 -18, Águilas, Madrid",685000,160,4.0,S,1ª,0,10,38078
madrid,latina,"Piso en Puerta del Ángel, Madrid",119400,77,3.0,N,1ª,1,10,38078
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, Castellana, Madrid",1690000,145,3.0,S,1ª,2,04,69147
madrid,chamberi,"Piso en calle de Viriato, Trafalgar, Madrid",359000,67,1.0,S,-1,0,07,65174
madrid,tetuan,"Dúplex en Bellas Vistas, Madrid",185000,48,2.0,S,BAJO,2,06,45762
madrid,villaverde,"Piso en calle Angosta, Villaverde Alto, Madrid",150000,66,3.0,N,4ª,0,17,35011
madrid,ciudad-lineal,"Ático en Atalaya, Madrid",780000,98,1.0,S,4ª,0,15,46937
madrid,barrio-de-salamanca,"Piso en calle Velázquez, Recoletos, Madrid",2100000,139,2.0,S,5ª,0,04,69147
madrid,centro,"Piso en calle del Conde Duque, 44, Malasaña-Universidad, Madrid",800000,102,3.0,S,1ª,0,01,44958
madrid,carabanchel,"Piso en San Isidro, Madrid",430000,100,2.0,S,BAJO,2,11,3635
madrid,centro,"Piso en Trujillos, s/n, Sol, Madrid",830000,112,2.0,S,3ª,2,01,44958
madrid,arganzuela,"Piso en calle de Cáceres, Delicias, Madrid",235000,36,1.0,S,2ª,0,02,52857
madrid,tetuan,"Estudio en Dulcinea, Cuatro Caminos, Madrid",145000,25,4.0,N,BAJO,0,06,45762
madrid,centro,"Piso en Chueca-Justicia, Madrid",2220000,261,4.0,S,1ª,0,01,44958
madrid,moncloa,"Piso en calle de Ilustración, Argüelles, Madrid",226550,26,1.0,N,BAJO,1,09,71711
madrid,latina,"Estudio en calle Almazán, 8, Lucero, Madrid",185413,30,3.0,S,2ª,0,10,38078
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, 61, Castellana, Madrid",1800000,134,3.0,S,6ª,0,04,69147
madrid,retiro,"Piso en calle de Lope de Rueda, 29, Ibiza, Madrid",1679000,133,2.0,S,4ª,0,03,64787
madrid,centro,"Estudio en calle de la Esperanza, 10, Lavapiés-Embajadores, Madrid",255000,50,3.0,S,1ª,1,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Jorge Juan, Goya, Madrid",1800000,214,3.0,S,2ª,3,04,69147
madrid,villaverde,"Ático en calle Lenguas, 22, Villaverde Alto, Madrid",220000,53,1.0,S,7ª,0,17,35011
madrid,centro,"Ático en calle de Atocha, Huertas-Cortes, Madrid",1100000,215,2.0,S,5ª,0,01,44958
madrid,barrio-de-salamanca,"Ático en Recoletos, Madrid",2000000,180,2.0,S,6ª,0,04,69147
madrid,moncloa,"Piso en calle Fuente del Peral, Aravaca, Madrid",1450000,292,5.0,S,BAJO,0,09,71711
madrid,centro,"Piso en Sol, Madrid",859000,90,3.0,S,5ª,0,01,44958
madrid,moncloa,"Chalet adosado en Aravaca, Madrid",1348000,243,4.0,S,6ª,0,09,71711
madrid,chamberi,"Piso en calle de Viriato, Almagro, Madrid",1750000,191,3.0,S,6ª,0,07,65174
madrid,centro,"Piso en Montera, Sol, Madrid",919000,112,3.0,S,3ª,1,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Alcántara, Lista, Madrid",1150000,109,3.0,S,4ª,3,04,69147
madrid,usera,"Piso en avenida de Córdoba, Almendrales, Madrid",196050,53,2.0,S,4ª,0,12,34651
madrid,latina,"Dúplex en calle de Galicia, Campamento, Madrid",225000,60,2.0,N,BAJO,0,10,38078
madrid,ciudad-lineal,"Piso en calle Juan Pérez Zuñiga, 18, Concepción, Madrid",990000,147,3.0,S,1ª,0,15,46937
madrid,centro,"Piso en calle de la Ballesta, Malasaña-Universidad, Madrid",350000,35,2.0,N,3ª,0,01,44958
madrid,chamartin,"Piso en calle de la Constancia, Prosperidad, Madrid",223000,68,3.0,S,1ª,0,05,79274
madrid,villaverde,"Piso en calle de Villafuerte, Los Rosales, Madrid",93400,56,3.0,S,2ª,0,17,35011
madrid,hortaleza,"Piso en calle Motilla del Palancar, Canillas, Madrid",338000,75,2.0,S,2ª,0,16,61472
madrid,hortaleza,"Dúplex en calle de César Cort Botí, 87, Valdebebas - Valdefuentes, Madrid",1240000,314,4.0,S,9ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",595000,57,1.0,S,2ª,0,04,69147
madrid,chamartin,"Ático en calle de Zabaleta, 68, Prosperidad, Madrid",410000,53,1.0,S,5ª,1,05,79274
madrid,hortaleza,"Piso en calle Tucurinca, s/n, Pinar del Rey, Madrid",228000,83,3.0,N,5ª,0,16,61472
madrid,puente-de-vallecas,"Piso en calle de Javier de Miguel, Palomeras Bajas, Madrid",259000,90,3.0,S,6ª,1,13,32666
madrid,fuencarral,"Chalet pareado en Peñagrande, Madrid",1595000,499,4.0,S,3ª,0,08,62385
madrid,carabanchel,"Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid",224900,61,1.0,S,3ª,0,11,3635
madrid,barrio-de-salamanca,"Dúplex en Goya, Madrid",1195000,107,2.0,S,7ª,2,04,69147
madrid,moncloa,"Piso en calle Valdivieso, Aravaca, Madrid",320000,75,3.0,N,1ª,0,09,71711
madrid,barrio-de-salamanca,"Piso en calle del Doctor Esquerdo, Fuente del Berro, Madrid",570000,101,2.0,S,ENTREPLANTA,2,04,69147
madrid,centro,"Piso en calle de la Colegiata, 7, Lavapiés-Embajadores, Madrid",660000,121,3.0,S,4ª,2,01,44958
madrid,hortaleza,"Piso en calle de Vicente Blasco Ibáñez, Sanchinarro, Madrid",565000,97,3.0,S,3ª,2,16,61472
madrid,centro,"Piso en Sol, Madrid",1290000,180,4.0,S,1ª,0,01,44958
madrid,fuencarral,"Piso en calle de la Isla de Zanzíbar, Peñagrande, Madrid",385000,51,2.0,S,2ª,0,08,62385
madrid,centro,"Piso en calle de la Montera, Sol, Madrid",1100000,138,1.0,N,1ª,0,01,44958
madrid,moncloa,"Piso en calle de Valderrey, Valdezarza, Madrid",465000,110,2.0,S,1ª,0,09,71711
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",2200000,130,3.0,S,3ª,2,04,69147
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",320000,60,2.0,N,SÓTANO,1,04,69147
madrid,barrio-de-salamanca,"Estudio en calle de Roma, Guindalera, Madrid",430000,47,3.0,S,BAJO,0,04,69147
madrid,retiro,"Piso en calle de Fernán González, Ibiza, Madrid",959000,104,3.0,S,BAJO,3,03,64787
madrid,vicalvaro,"Piso en calle de la Huerta del Convento, Casco Histórico de Vicálvaro, Madrid",134500,40,2.0,N,4ª,0,19,4287
madrid,fuencarral,"Piso en calle Leopoldo Alas Clarín, Peñagrande, Madrid",640000,140,2.0,S,6ª,0,08,62385
madrid,arganzuela,"Piso en Acacias, Madrid",215000,37,2.0,N,1ª,1,02,52857
madrid,chamartin,"Piso en Prosperidad, 18, Ciudad Jardín, Madrid",385000,65,3.0,N,2ª,0,05,79274
madrid,usera,"Piso en calle Carlos Marín, s/n, Pradolongo, Madrid",151000,53,2.0,N,BAJO,1,12,34651
madrid,barajas,"Casa o chalet independiente en calle Monteverde, Alameda de Osuna, Madrid",1225000,326,6.0,S,6ª,0,21,58405
madrid,barrio-de-salamanca,"Ático en calle de José Ortega y Gasset, Castellana, Madrid",8000000,330,3.0,S,6ª,0,04,69147
madrid,chamartin,"Piso en El Viso, Madrid",1950000,314,6.0,S,2ª,0,05,79274
madrid,chamartin,"Chalet pareado en calle del Nervión, El Viso, Madrid",2850000,310,6.0,S,2ª,0,05,79274
madrid,tetuan,"Piso en Cuatro Caminos, Madrid",1800000,175,3.0,S,2ª,0,06,45762
madrid,carabanchel,"Piso en Abella, Buena Vista, Madrid",175000,59,3.0,N,1ª,1,11,3635
madrid,chamartin,"Piso en calle del Padre Francisco Palau y Quer, Castilla, Madrid",649000,79,2.0,S,3ª,0,05,79274
madrid,latina,"Piso en calle de las Flautas, 46, Cuatro Vientos, Madrid",315000,80,2.0,S,1ª,0,10,38078
madrid,usera,"Piso en avenida de Rafaela Ybarra, 72, Orcasitas, Madrid",138600,109,2.0,N,10ª,0,12,34651
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1275000,150,3.0,N,1ª,0,04,69147
madrid,chamartin,"Chalet pareado en calle de los Narcisos, 58, Bernabéu-Hispanoamérica, Madrid",2700000,630,8.0,N,1ª,0,05,79274
madrid,chamartin,"Piso en calle de Enrique Larreta, Castilla, Madrid",450000,60,2.0,S,5ª,1,05,79274
madrid,puente-de-vallecas,"Piso en ronda del Sur, Entrevías, Madrid",178000,97,3.0,S,2ª,0,13,32666
madrid,chamberi,"Piso en Trafalgar, Madrid",1750000,200,4.0,S,2ª,0,07,65174
madrid,arganzuela,"Piso en Ricardo Damas, 9, Legazpi, Madrid",570000,108,2.0,S,2ª,0,02,52857
madrid,barajas,"Piso en calle Alcañiz, Timón, Madrid",1095000,227,4.0,S,BAJO,0,21,58405
madrid,chamartin,"Ático en calle del Torpedero Tucumán, Nueva España, Madrid",950000,110,2.0,S,4ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1500000,136,3.0,S,2ª,2,04,69147
