provincia,zona,titulo,precio_actual,metros,habitaciones,ascensor,planta,baños,cod_distrito,renta_neta_media_por_hogar
madrid,carabanchel,"Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid",349900,96,3.0,S,1ª,0,11,3635
madrid,latina,"Piso en calle de Juan Tornero, Puerta del Ángel, Madrid",420000,103,3.0,N,3ª,0,10,38078
madrid,chamberi,"Estudio en calle Galería Vallehermoso, 6, Vallehermoso, Madrid",260000,31,2.0,S,BAJO,0,07,65174
madrid,usera,"Piso en Moscardó, Madrid",252000,55,2.0,N,BAJO,1,12,34651
madrid,vicalvaro,"Piso en calle Provisional Berrocales 81 10, s/n, Los Berrocales, Madrid",453700,101,3.0,S,5ª,0,19,4287
madrid,ciudad-lineal,"Piso en Virgen de Lourdes, Concepción, Madrid",342000,70,2.0,S,2ª,0,15,46937
madrid,fuencarral,"Casa o chalet independiente en calle de Navarredonda de Gredos, Fuentelarreina, Madrid",1970000,862,9.0,S,2ª,0,08,62385
madrid,moncloa,"Piso en Argüelles, Madrid",909000,159,3.0,S,2ª,0,09,71711
madrid,barrio-de-salamanca,"Piso en calle de Padilla, Lista, Madrid",1399000,120,2.0,S,1ª,2,04,69147
madrid,hortaleza,"Piso en calle del Sándalo, Palomas, Madrid",1050000,337,5.0,S,4ª,3,16,61472
madrid,chamartin,"Chalet pareado en Nueva España, Madrid",3950000,766,8.0,N,2ª,0,05,79274
madrid,chamartin,"Casa o chalet independiente en El Viso, Madrid",6950000,724,6.0,N,2ª,0,05,79274
madrid,puente-de-vallecas,"Piso en Portazgo, Madrid",140085,58,2.0,N,2ª,0,13,32666
madrid,vicalvaro,"Piso en vereda de la Cebolla, s/n, El Cañaveral, Madrid",462900,115,3.0,S,5ª,0,19,4287
madrid,tetuan,"Piso en calle Infanta Mercedes, 91, Cuzco-Castillejos, Madrid",350000,40,1.0,S,BAJO,0,06,45762
madrid,tetuan,"Piso en calle de Pedro Teixeira, Cuatro Caminos, Madrid",1950000,198,4.0,S,12ª,0,06,45762
madrid,carabanchel,"Piso en calle de Mercedes Arteaga, 26, Opañel, Madrid",156000,54,3.0,N,BAJO,0,11,3635
madrid,centro,"Ático en calle de la Unión, Palacio, Madrid",1183000,147,3.0,S,5ª,0,01,44958
madrid,chamberi,"Piso en calle de Fernando el Católico, 17, Arapiles, Madrid",960000,180,5.0,S,1ª,0,07,65174
madrid,barrio-de-salamanca,"Piso en calle de Hermosilla, Goya, Madrid",1380000,133,3.0,S,3ª,2,04,69147
madrid,barrio-de-salamanca,"Piso en calle de María Teresa, 18, Guindalera, Madrid",530000,40,1.0,S,3ª,0,04,69147
madrid,arganzuela,"Piso en Delicias, Madrid",326000,60,3.0,S,BAJO,0,02,52857
madrid,carabanchel,"Piso en avenida de Oporto, Opañel, Madrid",298000,78,3.0,S,3ª,1,11,3635
madrid,moncloa,"Piso en calle Isla de Cristina, 14, Valdezarza, Madrid",635000,124,3.0,S,5ª,2,09,71711
madrid,vicalvaro,"Piso en calle Villardondiego, Ambroz, Madrid",380000,76,2.0,S,1ª,0,19,4287
madrid,arganzuela,"Piso en paseo de las Delicias, 42, Palos de la Frontera, Madrid",898000,127,2.0,S,6ª,0,02,52857
madrid,chamberi,"Ático en calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid",995000,80,1.0,S,2ª,0,07,65174
madrid,usera,"Piso en calle del Parque de la Paloma, Zofío, Madrid",214500,62,3.0,N,2ª,0,12,34651
madrid,chamberi,"Piso en calle de Bretón de los Herreros, Nuevos Ministerios-Ríos Rosas, Madrid",790000,100,4.0,S,2ª,0,07,65174
madrid,chamberi,"Piso en calle del Maestro Ángel Llorca, Vallehermoso, Madrid",1850000,262,4.0,S,9ª,0,07,65174
madrid,retiro,"Piso en calle de Abtao, Pacífico, Madrid",430000,90,3.0,S,3ª,0,03,64787
madrid,centro,"Ático en calle de la Montera, Sol, Madrid",459000,83,1.0,S,4ª,0,01,44958
madrid,chamartin,"Dúplex en calle Javier Ferrero, 1, Ciudad Jardín, Madrid",1540000,206,2.0,S,BAJO,0,05,79274
madrid,arganzuela,"Piso en Palos de la Frontera, Madrid",315000,52,1.0,S,BAJO,0,02,52857
madrid,carabanchel,"Piso en camino Viejo de Leganés, Puerta Bonita, Madrid",178000,82,3.0,N,2ª,0,11,3635
madrid,centro,"Piso en calle San Bartolomé, 22, Chueca-Justicia, Madrid",595000,70,2.0,N,1ª,0,01,44958
madrid,san-blas,"Piso en calle Rufino González, 59, Simancas, Madrid",290000,63,1.0,S,5ª,0,20,44468
madrid,chamartin,"Piso en calle de Sánchez Pacheco, 53, Ciudad Jardín, Madrid",700000,115,4.0,S,3ª,0,05,79274
madrid,usera,"Piso en calle del Jaspe, Pradolongo, Madrid",170000,48,1.0,N,BAJO,0,12,34651
madrid,barrio-de-salamanca,"Piso en calle de Villanueva, Recoletos, Madrid",3750000,238,4.0,S,1ª,0,04,69147
madrid,centro,"Piso en calle de Argensola, Chueca-Justicia, Madrid",750000,107,2.0,N,BAJO,1,01,44958
madrid,san-blas,"Piso en Rejas, Madrid",426000,156,4.0,S,1ª,0,20,44468
madrid,barrio-de-salamanca,"Piso en Recoletos, Madrid",1350000,115,3.0,S,ENTREPLANTA,0,04,69147
madrid,chamartin,"Ático en Prosperidad, Madrid",675000,115,2.0,S,7ª,1,05,79274
madrid,tetuan,"Piso en calle de Santiago Cordero, 18, Valdeacederas, Madrid",209000,40,2.0,N,BAJO,0,06,45762
madrid,carabanchel,"Piso en calle de Manuel Galindo, Vista Alegre, Madrid",139000,37,1.0,N,1ª,1,11,3635
madrid,centro,"Piso en calle del Amparo, Lavapiés-Embajadores, Madrid",164900,33,2.0,N,3ª,0,01,44958
madrid,hortaleza,"Piso en calle de San Pedro de Cardeña, s/n, Apóstol Santiago, Madrid",275000,69,3.0,N,2ª,0,16,61472
madrid,moncloa,"Piso en Casa de Campo, Madrid",3900000,1139,15.0,S,1ª,0,09,71711
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",4390000,440,5.0,N,1ª,0,04,69147
madrid,hortaleza,"Piso en calle de María de las Mercedes de Borbón, Valdebebas - Valdefuentes, Madrid",820000,203,3.0,S,4ª,0,16,61472
madrid,chamartin,"Casa o chalet independiente en Nueva España, Madrid",3980000,550,6.0,S,2ª,0,05,79274
madrid,moncloa,"Casa o chalet independiente en Ciudad Universitaria, Madrid",2200000,510,5.0,S,2ª,0,09,71711
madrid,chamartin,"Piso en Nueva España, Madrid",590000,83,2.0,S,5ª,2,05,79274
madrid,chamberi,"Piso en calle de Fernández de la Hoz, 28, Almagro, Madrid",599900,80,1.0,S,ENTREPLANTA,0,07,65174
madrid,fuencarral,"Dúplex en calle de la Isla de Java, 30, Tres Olivos - Valverde, Madrid",180000,40,1.0,S,BAJO,0,08,62385
madrid,hortaleza,"Piso en calle de Dulce Chacón, 49, Virgen del Cortijo - Manoteras, Madrid",439000,60,1.0,S,4ª,0,16,61472
madrid,barrio-de-salamanca,"Piso en calle de Velázquez, Recoletos, Madrid",5000000,400,5.0,S,4ª,0,04,69147
madrid,carabanchel,"Piso en calle de Zaida, 9, San Isidro, Madrid",112000,67,1.0,N,3ª,0,11,3635
madrid,carabanchel,"Piso en calle José del Río, San Isidro, Madrid",505000,407,4.0,N,BAJO,0,11,3635
madrid,centro,"Piso en Lavapiés-Embajadores, Madrid",550000,149,5.0,N,2ª,2,01,44958
madrid,centro,"Piso en calle del Doctor Drumen, Lavapiés-Embajadores, Madrid",790000,114,4.0,S,1ª,0,01,44958
madrid,chamartin,"Piso en avenida de Burgos, 28, Castilla, Madrid",540000,126,3.0,S,1ª,2,05,79274
madrid,ciudad-lineal,"Ático en calle del Jazmín, Costillares, Madrid",595000,100,2.0,S,11ª,0,15,46937
madrid,hortaleza,"Chalet pareado en avenida del Papa Negro, Conde Orgaz-Piovera, Madrid",2300000,348,5.0,S,BAJO,0,16,61472
madrid,ciudad-lineal,"Piso en Colina, Madrid",822000,110,2.0,S,BAJO,2,15,46937
madrid,hortaleza,"Piso en calle de Dulce Chacón, Virgen del Cortijo - Manoteras, Madrid",519000,106,2.0,S,12ª,0,16,61472
madrid,latina,"Piso en paseo Perales, Puerta del Ángel, Madrid",255000,76,3.0,N,1ª,0,10,38078
madrid,centro,"Piso en calle de la Cava Baja, Palacio, Madrid",435000,40,1.0,S,3ª,0,01,44958
madrid,centro,"Piso en calle de los Mancebos, Palacio, Madrid",205000,37,1.0,N,1ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en Lista, Madrid",2409000,209,3.0,S,4ª,3,04,69147
madrid,hortaleza,"Piso en calle de Andorra, Canillas, Madrid",550000,117,3.0,S,1ª,2,16,61472
madrid,hortaleza,"Chalet adosado en Canillas, Madrid",2500000,500,5.0,S,5ª,0,16,61472
madrid,barrio-de-salamanca,"Ático en Guindalera, Madrid",770000,113,4.0,S,5ª,2,04,69147
madrid,barrio-de-salamanca,"Ático en Goya, Madrid",1300000,150,3.0,S,6ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",1400000,161,4.0,S,1ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Jorge Juan, Recoletos, Madrid",1200000,133,3.0,S,1ª,0,04,69147
madrid,retiro,"Ático en calle de Fernán González, Ibiza, Madrid",1299000,166,3.0,S,6ª,0,03,64787
madrid,retiro,"Piso en Ibiza, Madrid",4100000,195,3.0,S,7ª,0,03,64787
madrid,moncloa,"Chalet pareado en El Plantío, Madrid",1300000,410,6.0,N,BAJO,0,09,71711
madrid,chamberi,"Piso en calle de las Virtudes, Almagro, Madrid",210000,38,1.0,N,BAJO,1,07,65174
madrid,fuencarral,"Piso en calle Ramón Gómez de la Serna, 49, Peñagrande, Madrid",700000,121,4.0,S,5ª,0,08,62385
madrid,centro,"Piso en calle de la Ballesta, Malasaña-Universidad, Madrid",370000,38,2.0,N,3ª,0,01,44958
madrid,puente-de-vallecas,"Piso en calle de López Grass, Numancia, Madrid",155000,59,2.0,S,BAJO,0,13,32666
madrid,villa-de-vallecas,"Piso en calle de Puentelarra, Santa Eugenia, Madrid",167700,89,3.0,S,9ª,0,18,39836
madrid,latina,"Piso en calle Magín Calvo, Puerta del Ángel, Madrid",590000,178,3.0,N,BAJO,0,10,38078
madrid,tetuan,"Dúplex en calle de Santiago Cordero, Valdeacederas, Madrid",530000,86,3.0,S,3ª,0,06,45762
madrid,centro,"Piso en calle de Atocha, Lavapiés-Embajadores, Madrid",660000,81,2.0,S,6ª,0,01,44958
madrid,hortaleza,"Piso en calle de Mesena, 82, Pinar del Rey, Madrid",528700,71,1.0,S,2ª,0,16,61472
madrid,chamartin,"Chalet pareado en calle de los Narcisos, Bernabéu-Hispanoamérica, Madrid",2700000,630,8.0,S,3ª,0,05,79274
madrid,centro,"Piso en calle de la Magdalena, Lavapiés-Embajadores, Madrid",779000,176,3.0,S,3ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de José Ortega y Gasset, 66, Lista, Madrid",845000,70,2.0,N,1ª,0,04,69147
madrid,moncloa,"Piso en calle del Doctor Juan José López Ibor, Valdezarza, Madrid",925000,107,3.0,S,2ª,0,09,71711
madrid,latina,"Piso en paseo de los Jesuitas, Puerta del Ángel, Madrid",397000,62,1.0,N,BAJO,0,10,38078
madrid,moratalaz,"Piso en Marroquina, Madrid",379000,91,3.0,S,4ª,0,14,42823
madrid,usera,"Piso en calle de la Marquesa de Silvela, 13, Moscardó, Madrid",225000,54,2.0,S,2ª,0,12,34651
madrid,centro,"Estudio en calle del Amparo, 51, Lavapiés-Embajadores, Madrid",180000,26,2.0,N,2ª,0,01,44958
madrid,carabanchel,"Piso en Conde de Vistahermosa, 33, Comillas, Madrid",320000,95,2.0,S,BAJO,0,11,3635
madrid,retiro,"Piso en calle de Sánchez Barcáiztegui, 6, Pacífico, Madrid",275000,80,2.0,S,SÓTANO,0,03,64787
madrid,barrio-de-salamanca,"Piso en calle de Villanueva, Recoletos, Madrid",890000,65,1.0,S,6ª,1,04,69147
madrid,puente-de-vallecas,"Piso en camino de Valderribas, Numancia, Madrid",275000,122,3.0,N,1ª,0,13,32666
madrid,barrio-de-salamanca,"Piso en calle de O'Donnell, Goya, Madrid",1999000,191,3.0,S,BAJO,0,04,69147
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1590000,166,4.0,S,5ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en calle de Jorge Juan, Recoletos, Madrid",3650000,277,4.0,S,2ª,0,04,69147
madrid,tetuan,"Piso en calle de Alvarado, 10, Bellas Vistas, Madrid",289000,50,2.0,S,BAJO,0,06,45762
madrid,centro,"Ático en Carrera de San Jerónimo, Huertas-Cortes, Madrid",1150000,110,2.0,S,5ª,0,01,44958
madrid,chamartin,"Piso en calle de Mateo Inurria, Castilla, Madrid",1250000,153,5.0,S,6ª,0,05,79274
madrid,tetuan,"Estudio en calle de Rosario Pino, Cuzco-Castillejos, Madrid",320000,40,9.0,S,3ª,0,06,45762
madrid,moncloa,"Casa o chalet independiente en calle Eibar, El Plantío, Madrid",9000000,1674,9.0,S,5ª,0,09,71711
madrid,ciudad-lineal,"Estudio en Colina, Madrid",331000,50,2.0,S,5ª,0,15,46937
madrid,centro,"Piso en Sol, Madrid",839000,102,2.0,S,8ª,2,01,44958
madrid,tetuan,"Piso en Cuatro Caminos, Madrid",1950000,209,4.0,S,12ª,0,06,45762
madrid,moratalaz,"Piso en calle de la Encomienda de Palacios, Fontarrón, Madrid",359000,110,4.0,S,1ª,2,14,42823
madrid,retiro,"Dúplex en calle de Sánchez Barcáiztegui, Pacífico, Madrid",605000,164,4.0,S,2ª,3,03,64787
madrid,tetuan,"Piso en Berruguete, Madrid",220000,47,1.0,S,BAJO,0,06,45762
madrid,villaverde,"Piso en calle de Godella, s/n, San Cristóbal, Madrid",70250,57,3.0,N,2ª,0,17,35011
madrid,centro,"Piso en calle de Santa Cruz de Marcenado, 2, Malasaña-Universidad, Madrid",1700000,212,3.0,S,4ª,0,01,44958
madrid,usera,"Piso en calle de Marcelo Usera, 121, Pradolongo, Madrid",135000,65,2.0,N,5ª,0,12,34651
madrid,puente-de-vallecas,"Piso en calle de Sierra Elvira, Numancia, Madrid",265000,69,3.0,N,4ª,0,13,32666
madrid,chamartin,"Piso en calle de Costa Rica, Bernabéu-Hispanoamérica, Madrid",785900,107,3.0,S,1ª,2,05,79274
madrid,barrio-de-salamanca,"Piso en calle de Francisco Silvela, Guindalera, Madrid",205000,32,1.0,N,BAJO,0,04,69147
madrid,moratalaz,"Piso en calle del Corregidor Alonso de Tobar, Fontarrón, Madrid",175000,62,2.0,N,BAJO,0,14,42823
madrid,centro,"Ático en Malasaña-Universidad, Madrid",549000,71,1.0,S,4ª,1,01,44958
madrid,centro,"Piso en Corredera Alta de San Pablo, Malasaña-Universidad, Madrid",340000,45,2.0,N,1ª,1,01,44958
madrid,villa-de-vallecas,"Piso en avenida del Ensanche de Vallecas, 83, Ensanche de Vallecas - La Gavia, Madrid",235000,87,1.0,S,4ª,0,18,39836
madrid,villaverde,"Piso en calle Villaveza, 6, Villaverde Alto, Madrid",83000,50,2.0,N,1ª,0,17,35011
madrid,chamartin,"Piso en avenida de Concha Espina, El Viso, Madrid",1820000,314,5.0,S,2ª,0,05,79274
madrid,chamartin,"Piso en El Viso, Madrid",1650000,230,4.0,S,1ª,0,05,79274
madrid,fuencarral,"Piso en calle de Sabadell, Tres Olivos - Valverde, Madrid",290000,103,3.0,N,3ª,1,08,62385
madrid,puente-de-vallecas,"Piso en Palomeras sureste, Madrid",280000,85,3.0,S,3ª,2,13,32666
madrid,moncloa,"Piso en calle de Peñalara de Aravaca, Aravaca, Madrid",720000,139,2.0,S,2ª,0,09,71711
madrid,chamartin,"Piso en Antonio Pérez, 24, El Viso, Madrid",850000,68,1.0,S,2ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1000000,124,3.0,S,4ª,2,04,69147
madrid,fuencarral,"Casa o chalet independiente en Peñagrande, Madrid",1845000,527,5.0,S,2ª,0,08,62385
madrid,puente-de-vallecas,"Piso en calle de las Marismas, 20, Numancia, Madrid",245000,100,3.0,S,2ª,2,13,32666
madrid,hortaleza,"Piso en calle Totana, s/n, Pinar del Rey, Madrid",230000,75,2.0,N,4ª,0,16,61472
madrid,san-blas,"Estudio en calle de Etruria, Canillejas, Madrid",180000,38,3.0,S,BAJO,0,20,44468
madrid,latina,"Piso en calle Camarena, 275, Aluche, Madrid",440200,112,3.0,S,1ª,0,10,38078
madrid,barrio-de-salamanca,"Piso en calle del Príncipe de Vergara, Castellana, Madrid",1530000,175,3.0,S,2ª,0,04,69147
madrid,chamartin,"Piso en Bernabéu-Hispanoamérica, Madrid",2100000,280,4.0,S,2ª,0,05,79274
madrid,villa-de-vallecas,"Piso en alameda del Valle, 27, Ensanche de Vallecas - La Gavia, Madrid",478100,102,3.0,S,1ª,0,18,39836
madrid,villa-de-vallecas,"Piso en calle de San Jaime, Ensanche de Vallecas - La Gavia, Madrid",460000,159,4.0,S,2ª,0,18,39836
madrid,carabanchel,"Piso en Puerta Bonita, Madrid",160000,45,1.0,S,BAJO,0,11,3635
madrid,centro,"Piso en Sol, Madrid",2100000,90,4.0,S,3ª,0,01,44958
madrid,chamberi,"Piso en paseo de San Francisco de Sales, Vallehermoso, Madrid",1164900,180,4.0,S,1ª,3,07,65174
madrid,chamberi,"Piso en calle de Magallanes, 22, Arapiles, Madrid",650000,75,2.0,S,5ª,0,07,65174
madrid,barrio-de-salamanca,"Ático en Goya, Madrid",1095000,86,2.0,S,5ª,0,04,69147
madrid,arganzuela,"Piso en calle de Jaime el Conquistador, Chopera, Madrid",274990,57,2.0,S,1ª,0,02,52857
madrid,centro,"Piso en calle de la Estrella, Malasaña-Universidad, Madrid",268900,74,2.0,S,SÓTANO,0,01,44958
madrid,chamartin,"Ático en Nueva España, Madrid",2990000,320,4.0,S,4ª,0,05,79274
madrid,chamartin,"Piso en avenida de Concha Espina, 35, El Viso, Madrid",790000,96,1.0,N,2ª,0,05,79274
madrid,centro,"Piso en calle de Fuencarral, Chueca-Justicia, Madrid",495000,87,2.0,S,5ª,0,01,44958
madrid,barrio-de-salamanca,"Piso en calle de Diego de León, Lista, Madrid",2259000,197,3.0,S,3ª,0,04,69147
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",395000,50,2.0,S,BAJO,0,04,69147
madrid,tetuan,"Piso en calle Benjamín, 27, Valdeacederas, Madrid",214900,52,2.0,N,2ª,0,06,45762
madrid,barrio-de-salamanca,"Piso en calle del General Pardiñas, 17, Goya, Madrid",410000,81,3.0,S,SÓTANO,1,04,69147
madrid,barrio-de-salamanca,"Piso en Goya, Madrid",1500000,120,2.0,S,3ª,2,04,69147
madrid,centro,"Estudio en calle del Ventorrillo, Lavapiés-Embajadores, Madrid",270000,35,4.0,S,1ª,0,01,44958
madrid,ciudad-lineal,"Piso en avenida de Ramón y Cajal, Colina, Madrid",663000,146,4.0,S,3ª,3,15,46937
madrid,barrio-de-salamanca,"Piso en calle de Serrano, Castellana, Madrid",1275000,106,3.0,S,1ª,0,04,69147
madrid,retiro,"Piso en calle de Lope de Rueda, Ibiza, Madrid",1679000,133,2.0,S,4ª,0,03,64787
madrid,centro,"Piso en calle de Embajadores, Lavapiés-Embajadores, Madrid",248000,37,1.0,S,2ª,1,01,44958
madrid,san-blas,"Piso en calle de Samaniego, 12, Rejas, Madrid",190000,55,1.0,S,4ª,0,20,44468
madrid,villaverde,"Piso en calle José María Lozano Sáinz, 11, Los Ángeles, Madrid",300000,80,2.0,S,3ª,0,17,35011
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Recoletos, Madrid",2400000,165,3.0,S,3ª,0,04,69147
madrid,ciudad-lineal,"Piso en Pueblo Nuevo, Madrid",353000,67,2.0,S,BAJO,0,15,46937
madrid,moncloa,"Casa o chalet independiente en calle Alsasua, 6, Aravaca, Madrid",2675000,587,6.0,S,1ª,0,09,71711
madrid,centro,"Piso en calle del Prado, Huertas-Cortes, Madrid",548000,119,2.0,S,1ª,0,01,44958
madrid,centro,"Piso en Malasaña-Universidad, Madrid",820000,114,2.0,S,2ª,0,01,44958
madrid,hortaleza,"Piso en calle de Cuevas de Almanzora, 151, Apóstol Santiago, Madrid",253500,72,3.0,S,1ª,0,16,61472
madrid,centro,"Piso en travesía de San Mateo, Chueca-Justicia, Madrid",1650000,151,4.0,S,3ª,0,01,44958
madrid,san-blas,"Dúplex en calle de Nanclares de Oca, 1, Rejas, Madrid",360000,120,2.0,S,2ª,0,20,44468
madrid,tetuan,"Piso en calle de Orense, Cuatro Caminos, Madrid",740000,120,4.0,S,6ª,0,06,45762
madrid,ciudad-lineal,"Piso en calle de los Hermanos Gómez, Ventas, Madrid",420000,140,5.0,N,3ª,2,15,46937
madrid,centro,"Ático en calle de Juanelo, Lavapiés-Embajadores, Madrid",125000,11,1.0,N,4ª,1,01,44958
madrid,villaverde,"Piso en calle de Godella, San Cristóbal, Madrid",100000,44,1.0,N,BAJO,0,17,35011
madrid,latina,"Piso en Aluche, Madrid",369000,109,4.0,S,7ª,0,10,38078
madrid,barrio-de-salamanca,"Piso en calle de Núñez de Balboa, Castellana, Madrid",3599999,358,7.0,S,1ª,0,04,69147
madrid,centro,"Piso en calle Calle de la Cava Baja, Palacio, Madrid",375000,66,1.0,N,1ª,1,01,44958
madrid,moncloa,"Casa o chalet independiente en avenida Fuentelarreina, Ciudad Universitaria, Madrid",2200000,510,5.0,N,2ª,5,09,71711
madrid,carabanchel,"Piso en calle de Pedro Domingo, 15, Puerta Bonita, Madrid",215000,52,1.0,N,2ª,0,11,3635
madrid,moncloa,"Casa o chalet independiente en calle Lamiaco, El Plantío, Madrid",2950000,580,6.0,S,BAJO,0,09,71711
madrid,barrio-de-salamanca,"Piso en Fuente del Berro, Madrid",380000,80,3.0,S,BAJO,0,04,69147
madrid,moratalaz,"Piso en calle de la Hacienda de Pavones, Fontarrón, Madrid",315000,100,4.0,N,BAJO,2,14,42823
madrid,centro,"Piso en ronda de Valencia, Lavapiés-Embajadores, Madrid",565000,84,3.0,S,1ª,0,01,44958
madrid,hortaleza,"Piso en calle de Chucurí, Pinar del Rey, Madrid",152000,84,3.0,N,3ª,0,16,61472
madrid,arganzuela,"Piso en paseo de las Delicias, Delicias, Madrid",189990,45,1.0,N,BAJO,0,02,52857
madrid,san-blas,"Chalet adosado en calle de Toscana, Arcos, Madrid",848000,228,5.0,N,3ª,0,20,44468
madrid,san-blas,"Piso en calle de Nicolasa Gómez, 68, Canillejas, Madrid",230000,85,3.0,N,3ª,0,20,44468
madrid,barrio-de-salamanca,"Piso en Castellana, Madrid",899000,62,1.0,S,3ª,0,04,69147
madrid,carabanchel,"Piso en calle Francisco García, Vista Alegre, Madrid",295000,93,3.0,S,1ª,1,11,3635
madrid,centro,"Piso en Malasaña-Universidad, Madrid",1420000,107,2.0,S,8ª,0,01,44958
madrid,vicalvaro,"Piso en avenida Provisional Ahijones Nueve, 90, Los Ahijones, Madrid",360000,110,3.0,S,1ª,2,19,4287
madrid,moratalaz,"Piso en calle de la Encomienda de Palacios, 4, Fontarrón, Madrid",232000,82,3.0,S,1ª,0,14,42823
madrid,barrio-de-salamanca,"Piso en calle del Conde de Aranda, Recoletos, Madrid",4650000,293,4.0,N,5ª,0,04,69147
madrid,chamartin,"Ático en calle de Herreros de Tejada, 20, Bernabéu-Hispanoamérica, Madrid",1350000,100,3.0,S,7ª,0,05,79274
madrid,barrio-de-salamanca,"Piso en calle de Goya, Recoletos, Madrid",1349000,120,2.0,S,1ª,0,04,69147
madrid,centro,"Piso en calle de Alberto Aguilera, Malasaña-Universidad, Madrid",1150000,138,3.0,S,3ª,0,01,44958
madrid,centro,"Piso en Chueca-Justicia, Madrid",1675000,220,3.0,S,2ª,0,01,44958
madrid,tetuan,"Piso en calle de Olite, Bellas Vistas, Madrid",349970,69,2.0,S,2ª,0,06,45762
madrid,centro,"Piso en calle de Isabel la Católica, Palacio, Madrid",725000,97,3.0,N,5ª,2,01,44958
madrid,chamartin,"Piso en calle de Alfonso Rodríguez Santamaría, El Viso, Madrid",900000,110,2.0,S,2ª,0,05,79274
madrid,tetuan,"Piso en calle de Orense, 44, Cuzco-Castillejos, Madrid",510000,53,1.0,S,4ª,0,06,45762
madrid,hortaleza,"Piso en calle de Isabel Clara Eugenia, 62, Sanchinarro, Madrid",445000,85,1.0,S,5ª,0,16,61472
madrid,barajas,"Ático en calle del Galeón, 28, Alameda de Osuna, Madrid",538000,110,2.0,S,4ª,2,21,58405
madrid,centro,"Ático en angel, 9, Palacio, Madrid",498000,69,2.0,S,3ª,1,01,44958
madrid,fuencarral,"Piso en calle de Joaquín Lorenzo, Peñagrande, Madrid",474000,77,1.0,S,6ª,0,08,62385
madrid,moncloa,"Casa o chalet independiente en Ciudad Universitaria, Madrid",2990000,602,7.0,S,6ª,0,09,71711
